Date,Model,Region,Country,Dealer,Units_Sold,Price_USD,Revenue,Customer_Type,Segment,Fuel_Type,Color
2024-12-26,AMG G 63,Asia,Singapore,Delhi Motors,4,207926,831704,New,SUV,Petrol,Red
2024-03-24,AMG GT 63,Asia,Japan,Chicago Auto,1,188863,188863,New,Sedan,Petrol,Silver
2024-10-25,CLS 63,Asia,Japan,Tokyo Motors,2,94276,188552,Returning,Sedan,Petrol,Silver
2024-01-26,AMG GT 63,USA,USA,NY Motors,2,165542,331084,Returning,Sedan,Petrol,White
2024-07-03,AMG GT 63,Asia,Singapore,London Cars,1,197135,197135,New,Sedan,Petrol,Black
2024-01-17,AMG G 63,Europe,Germany,Paris Auto,1,211272,211272,Returning,SUV,Hybrid,White
2023-05-29,AMG G 63,USA,USA,London Cars,2,214279,428558,New,SUV,Hybrid,Red
2023-08-14,AMG GT 63,Europe,France,Delhi Motors,2,170086,340172,New,Sedan,Petrol,Red
2024-09-17,SLS AMG,Europe,Italy,Tokyo Motors,4,244268,977072,Returning,Supercar,Petrol,Blue
2023-05-02,AMG G 63,Europe,France,Hamburg Auto,1,199854,199854,New,SUV,Petrol,Blue
2024-10-22,SLS AMG,Europe,Italy,Houston Wheels,4,236800,947200,Returning,Supercar,Petrol,Silver
2023-12-11,SLS AMG,Asia,India,Mumbai Wheels,2,240849,481698,New,Supercar,Petrol,White
2024-08-29,AMG GT 63,USA,USA,Hamburg Auto,4,188380,753520,New,Sedan,Petrol,Black
2024-11-26,AMG GT 63,USA,USA,Berlin Auto,3,167456,502368,Returning,Sedan,Hybrid,Black
2023-05-08,CLS 63,USA,USA,London Cars,2,96102,192204,Returning,Sedan,Petrol,Blue
2024-05-29,CLS 63,USA,USA,Rome Motors,2,89376,178752,Returning,Sedan,Petrol,Silver
2023-03-07,CLS 63,Asia,India,Singapore Auto,4,85599,342396,Returning,Sedan,Petrol,Red
2023-07-28,SLS AMG,Europe,Germany,Mumbai Wheels,5,253132,1265660,New,Supercar,Petrol,Silver
2023-04-11,SLS AMG,USA,USA,Chicago Auto,4,271547,1086188,Returning,Supercar,Petrol,White
2024-04-13,SLS AMG,USA,USA,Tokyo Motors,2,266218,532436,Returning,Supercar,Petrol,Blue
2023-01-20,CLS 63,USA,USA,Hamburg Auto,4,95192,380768,New,Sedan,Petrol,White
2023-02-24,AMG G 63,Europe,Italy,Mumbai Wheels,2,214290,428580,Returning,SUV,Petrol,Black
2023-11-15,SLS AMG,USA,USA,Berlin Auto,5,272788,1363940,Returning,Supercar,Petrol,Red
2024-12-04,AMG GT 63,Asia,Japan,Houston Wheels,1,177624,177624,Returning,Sedan,Petrol,Black
2024-04-20,AMG GT 63,USA,USA,NY Motors,1,195592,195592,New,Sedan,Petrol,Red
2024-10-21,AMG G 63,USA,USA,NY Motors,4,205120,820480,New,SUV,Hybrid,Blue
2024-05-19,AMG G 63,Asia,UAE,Mumbai Wheels,3,190100,570300,New,SUV,Petrol,Blue
2024-12-10,CLS 63,USA,USA,Chicago Auto,3,103372,310116,Returning,Sedan,Hybrid,White
2024-08-03,CLS 63,Asia,Japan,Delhi Motors,5,94205,471025,New,Sedan,Petrol,White
2023-09-17,SLS AMG,USA,USA,Hamburg Auto,2,281288,562576,Returning,Supercar,Petrol,Black
2023-07-01,SLS AMG,Asia,Singapore,Singapore Auto,1,283743,283743,Returning,Supercar,Petrol,White
2024-02-18,SLS AMG,USA,USA,Dubai Luxury,4,274930,1099720,Returning,Supercar,Petrol,White
2024-12-29,CLS 63,Europe,Italy,Paris Auto,5,101708,508540,New,Sedan,Petrol,White
2024-03-16,CLS 63,Europe,Germany,NY Motors,2,99416,198832,New,Sedan,Hybrid,Blue
2024-03-01,SLS AMG,Europe,Germany,Tokyo Motors,2,284936,569872,New,Supercar,Petrol,White
2023-11-01,AMG GT 63,USA,USA,Paris Auto,5,183906,919530,New,Sedan,Petrol,Black
2023-06-27,CLS 63,USA,USA,Rome Motors,1,101661,101661,New,Sedan,Petrol,Blue
2024-07-26,SLS AMG,Europe,France,Paris Auto,1,262263,262263,Returning,Supercar,Petrol,White
2024-07-30,SLS AMG,Asia,India,Mumbai Wheels,1,268789,268789,Returning,Supercar,Hybrid,Silver
2024-09-28,AMG GT 63,Europe,Italy,London Cars,4,174815,699260,New,Sedan,Petrol,Black
2023-02-01,AMG GT 63,Asia,Japan,Rome Motors,4,189243,756972,Returning,Sedan,Petrol,Blue
2023-03-20,SLS AMG,Europe,France,Chicago Auto,1,263129,263129,Returning,Supercar,Petrol,White
2023-09-11,AMG GT 63,Asia,UAE,Singapore Auto,3,165797,497391,Returning,Sedan,Petrol,Silver
2023-06-27,AMG GT 63,USA,USA,Tokyo Motors,3,169041,507123,Returning,Sedan,Petrol,Red
2024-04-20,CLS 63,Asia,India,London Cars,1,93023,93023,Returning,Sedan,Hybrid,White
2024-07-07,AMG G 63,Europe,Italy,Mumbai Wheels,3,204250,612750,New,SUV,Petrol,Black
2023-08-08,CLS 63,USA,USA,London Cars,5,99420,497100,Returning,Sedan,Petrol,Red
2024-01-01,SLS AMG,USA,USA,Paris Auto,4,272465,1089860,New,Supercar,Hybrid,Blue
2024-06-16,SLS AMG,Asia,UAE,Singapore Auto,4,279860,1119440,New,Supercar,Petrol,Silver
2024-06-20,AMG GT 63,Asia,Japan,Paris Auto,4,194049,776196,Returning,Sedan,Petrol,Silver
2024-12-01,AMG G 63,Asia,India,Singapore Auto,2,193651,387302,Returning,SUV,Petrol,Silver
2024-03-25,AMG GT 63,Asia,India,London Cars,2,191493,382986,Returning,Sedan,Petrol,White
2023-10-04,AMG G 63,Europe,UK,Delhi Motors,5,206644,1033220,Returning,SUV,Petrol,White
2023-11-10,AMG GT 63,Asia,Singapore,Berlin Auto,1,192292,192292,New,Sedan,Petrol,Silver
2023-10-16,AMG G 63,Asia,Japan,Mumbai Wheels,2,202226,404452,Returning,SUV,Petrol,Black
2024-10-21,AMG G 63,Asia,Japan,Hamburg Auto,3,218154,654462,New,SUV,Petrol,Blue
2023-08-15,CLS 63,Asia,India,Houston Wheels,4,103327,413308,Returning,Sedan,Petrol,Black
2023-07-26,SLS AMG,USA,USA,Delhi Motors,3,234009,702027,New,Supercar,Petrol,Red
2024-05-15,AMG G 63,Europe,France,Dubai Luxury,3,206747,620241,New,SUV,Petrol,White
2024-09-05,AMG GT 63,Europe,Italy,Paris Auto,3,197019,591057,New,Sedan,Petrol,Black
2023-10-11,AMG G 63,Asia,Singapore,Houston Wheels,1,201799,201799,New,SUV,Petrol,Silver
2024-02-02,AMG G 63,Europe,Germany,Chicago Auto,4,193054,772216,Returning,SUV,Petrol,Black
2024-01-11,AMG G 63,Asia,UAE,NY Motors,5,201483,1007415,New,SUV,Petrol,Black
2024-12-08,AMG GT 63,Europe,Germany,Chicago Auto,1,197605,197605,New,Sedan,Petrol,Blue
2023-03-03,CLS 63,Europe,Italy,Dubai Luxury,3,104413,313239,Returning,Sedan,Petrol,Blue
2023-11-21,AMG G 63,Asia,Singapore,LA Motors,1,219977,219977,New,SUV,Hybrid,Red
2023-02-04,CLS 63,Europe,Italy,Delhi Motors,5,98694,493470,Returning,Sedan,Petrol,Red
2023-06-23,AMG GT 63,USA,USA,Paris Auto,3,194130,582390,New,Sedan,Petrol,Blue
2024-07-03,AMG G 63,Asia,India,Dubai Luxury,4,217409,869636,Returning,SUV,Petrol,Red
2024-08-01,SLS AMG,Europe,Italy,Mumbai Wheels,3,272666,817998,New,Supercar,Petrol,Black
2024-12-22,CLS 63,Asia,Japan,Berlin Auto,2,102740,205480,New,Sedan,Petrol,Black
2024-03-16,CLS 63,Asia,India,Dubai Luxury,3,94001,282003,Returning,Sedan,Petrol,Blue
2024-12-01,SLS AMG,Asia,UAE,Delhi Motors,3,277884,833652,New,Supercar,Petrol,Blue
2024-12-04,SLS AMG,Europe,France,Berlin Auto,1,254644,254644,New,Supercar,Petrol,Black
2024-07-24,AMG GT 63,USA,USA,Paris Auto,5,186315,931575,Returning,Sedan,Hybrid,Blue
2023-05-07,SLS AMG,Asia,India,London Cars,4,271952,1087808,Returning,Supercar,Hybrid,Blue
2023-04-19,AMG G 63,Asia,Japan,Delhi Motors,5,219174,1095870,Returning,SUV,Petrol,Black
2023-06-23,AMG GT 63,Europe,Germany,Hamburg Auto,1,183736,183736,Returning,Sedan,Petrol,Red
2024-11-03,AMG GT 63,Europe,Germany,Dubai Luxury,4,181785,727140,New,Sedan,Petrol,White
2024-10-16,CLS 63,USA,USA,Mumbai Wheels,5,98394,491970,Returning,Sedan,Hybrid,Blue
2023-09-23,SLS AMG,Europe,France,Berlin Auto,1,265853,265853,Returning,Supercar,Petrol,Silver
2024-09-20,SLS AMG,Asia,UAE,Dubai Luxury,2,234608,469216,Returning,Supercar,Petrol,Silver
2023-11-07,CLS 63,USA,USA,Rome Motors,5,87837,439185,New,Sedan,Petrol,Black
2023-10-06,AMG G 63,Asia,UAE,LA Motors,5,218084,1090420,Returning,SUV,Petrol,Blue
2024-01-10,CLS 63,Asia,UAE,Rome Motors,4,89799,359196,Returning,Sedan,Petrol,Red
2023-06-21,AMG GT 63,Asia,Singapore,Hamburg Auto,3,182959,548877,Returning,Sedan,Petrol,Red
2024-01-15,CLS 63,USA,USA,Mumbai Wheels,4,93680,374720,Returning,Sedan,Petrol,Black
2023-07-12,AMG GT 63,USA,USA,Chicago Auto,2,185249,370498,Returning,Sedan,Petrol,Silver
2023-05-06,AMG GT 63,Asia,India,Berlin Auto,5,181119,905595,Returning,Sedan,Petrol,Red
2024-04-30,CLS 63,USA,USA,Singapore Auto,1,88170,88170,New,Sedan,Petrol,Silver
2024-08-01,AMG GT 63,Asia,Japan,Rome Motors,3,169519,508557,New,Sedan,Petrol,White
2024-07-16,SLS AMG,Europe,France,Chicago Auto,5,249040,1245200,New,Supercar,Petrol,Blue
2023-06-19,AMG G 63,Asia,Singapore,Hamburg Auto,4,230784,923136,New,SUV,Hybrid,Blue
2023-02-28,AMG GT 63,Europe,Italy,Delhi Motors,5,196946,984730,Returning,Sedan,Petrol,Blue
2024-05-03,CLS 63,Asia,UAE,Chicago Auto,5,101339,506695,New,Sedan,Petrol,White
2024-02-20,CLS 63,USA,USA,Rome Motors,1,95141,95141,New,Sedan,Petrol,Red
2023-05-19,AMG GT 63,USA,USA,Delhi Motors,4,182987,731948,New,Sedan,Petrol,White
2023-05-19,AMG G 63,USA,USA,Chicago Auto,1,219852,219852,Returning,SUV,Petrol,Black
2024-10-25,SLS AMG,USA,USA,Tokyo Motors,5,241695,1208475,New,Supercar,Petrol,Red
2024-10-20,AMG GT 63,USA,USA,Tokyo Motors,2,187997,375994,New,Sedan,Petrol,Blue
2024-01-30,AMG GT 63,Asia,India,London Cars,4,178804,715216,Returning,Sedan,Hybrid,Black
2023-05-27,SLS AMG,Europe,France,Hamburg Auto,2,259553,519106,New,Supercar,Petrol,Silver
2024-12-15,AMG G 63,Asia,Singapore,Mumbai Wheels,1,225354,225354,Returning,SUV,Petrol,Red
2024-11-17,AMG GT 63,USA,USA,Singapore Auto,5,179153,895765,New,Sedan,Petrol,Red
2023-12-03,CLS 63,Asia,Japan,London Cars,3,91426,274278,New,Sedan,Petrol,Blue
2024-05-08,CLS 63,USA,USA,Hamburg Auto,2,94560,189120,New,Sedan,Petrol,Silver
2024-07-19,SLS AMG,Europe,Italy,Houston Wheels,5,252653,1263265,Returning,Supercar,Petrol,Silver
2024-11-26,SLS AMG,Asia,UAE,Dubai Luxury,3,244433,733299,Returning,Supercar,Petrol,Silver
2023-03-06,AMG G 63,Asia,India,Delhi Motors,5,189237,946185,Returning,SUV,Petrol,Black
2023-05-07,CLS 63,USA,USA,Mumbai Wheels,1,99239,99239,Returning,Sedan,Petrol,Silver
2023-12-21,AMG G 63,USA,USA,Houston Wheels,4,213235,852940,Returning,SUV,Petrol,Blue
2023-03-24,AMG GT 63,Europe,Italy,Mumbai Wheels,1,180022,180022,Returning,Sedan,Petrol,Red
2023-11-18,SLS AMG,Europe,Germany,London Cars,4,278896,1115584,New,Supercar,Petrol,Silver
2024-09-21,CLS 63,USA,USA,Tokyo Motors,1,95930,95930,Returning,Sedan,Hybrid,Blue
2024-02-07,CLS 63,USA,USA,Paris Auto,1,87835,87835,New,Sedan,Petrol,White
2023-01-10,AMG G 63,Europe,Italy,Singapore Auto,2,199161,398322,Returning,SUV,Petrol,Blue
2024-02-12,AMG GT 63,Europe,UK,Singapore Auto,5,195004,975020,Returning,Sedan,Petrol,White
2023-12-20,AMG GT 63,USA,USA,Paris Auto,4,176488,705952,New,Sedan,Petrol,White
2023-06-03,SLS AMG,Europe,UK,Delhi Motors,2,258282,516564,Returning,Supercar,Petrol,Black
2023-06-06,AMG G 63,USA,USA,Paris Auto,1,194457,194457,New,SUV,Petrol,Red
2024-03-27,AMG G 63,Europe,France,Dubai Luxury,5,206740,1033700,Returning,SUV,Petrol,Red
2024-11-21,CLS 63,Asia,UAE,Hamburg Auto,2,96227,192454,Returning,Sedan,Petrol,White
2023-06-24,AMG GT 63,Asia,India,NY Motors,5,168581,842905,Returning,Sedan,Petrol,Black
2024-03-27,AMG GT 63,Asia,UAE,Paris Auto,5,179114,895570,New,Sedan,Petrol,White
2023-04-11,SLS AMG,USA,USA,LA Motors,1,258750,258750,Returning,Supercar,Petrol,Silver
2023-08-24,CLS 63,USA,USA,Paris Auto,5,93413,467065,New,Sedan,Petrol,White
2024-06-11,CLS 63,Asia,UAE,NY Motors,1,100628,100628,New,Sedan,Petrol,White
2024-12-28,AMG G 63,USA,USA,Singapore Auto,2,219958,439916,Returning,SUV,Petrol,Blue
2024-06-23,AMG G 63,Europe,UK,Delhi Motors,4,192584,770336,New,SUV,Petrol,Black
2023-02-18,SLS AMG,Europe,UK,Tokyo Motors,4,239193,956772,Returning,Supercar,Petrol,Blue
2023-04-12,AMG G 63,Europe,UK,Delhi Motors,4,228851,915404,New,SUV,Petrol,Black
2023-07-01,AMG G 63,Asia,Singapore,Paris Auto,4,190749,762996,Returning,SUV,Petrol,Red
2023-04-29,AMG G 63,USA,USA,Delhi Motors,4,229992,919968,New,SUV,Petrol,White
2024-11-29,AMG GT 63,Europe,Germany,Mumbai Wheels,5,171560,857800,Returning,Sedan,Petrol,Black
2023-02-02,AMG GT 63,Europe,France,Singapore Auto,1,175382,175382,Returning,Sedan,Petrol,Blue
2024-04-28,CLS 63,USA,USA,Singapore Auto,3,85948,257844,New,Sedan,Petrol,Black
2024-05-18,AMG G 63,Asia,UAE,NY Motors,4,226777,907108,New,SUV,Petrol,White
2023-08-14,AMG G 63,Asia,Singapore,LA Motors,4,191429,765716,Returning,SUV,Hybrid,Blue
2024-08-30,AMG G 63,Europe,France,LA Motors,1,197609,197609,Returning,SUV,Petrol,White
2024-03-16,SLS AMG,Asia,UAE,NY Motors,5,248364,1241820,New,Supercar,Petrol,Red
2024-02-16,AMG GT 63,USA,USA,Delhi Motors,1,196106,196106,Returning,Sedan,Petrol,Red
2024-07-22,AMG GT 63,USA,USA,Paris Auto,2,186843,373686,Returning,Sedan,Petrol,Red
2023-12-27,AMG GT 63,Europe,Germany,Mumbai Wheels,3,189399,568197,Returning,Sedan,Petrol,Blue
2024-07-11,CLS 63,Europe,UK,Houston Wheels,2,95890,191780,Returning,Sedan,Petrol,Silver
2024-06-01,CLS 63,Asia,Singapore,LA Motors,1,88102,88102,New,Sedan,Petrol,Silver
2024-10-29,AMG G 63,Europe,Germany,Singapore Auto,3,209925,629775,Returning,SUV,Petrol,White
2024-03-21,CLS 63,USA,USA,Tokyo Motors,1,102968,102968,New,Sedan,Petrol,White
2023-06-03,SLS AMG,USA,USA,Chicago Auto,3,252462,757386,New,Supercar,Hybrid,Blue
2024-03-25,SLS AMG,USA,USA,London Cars,5,278419,1392095,Returning,Supercar,Petrol,Black
2024-03-02,AMG GT 63,Asia,Singapore,Singapore Auto,2,189778,379556,Returning,Sedan,Petrol,Blue
2023-03-15,AMG G 63,Asia,Japan,LA Motors,2,222799,445598,New,SUV,Petrol,Red
2023-11-18,AMG GT 63,USA,USA,Berlin Auto,5,170849,854245,New,Sedan,Petrol,Blue
2023-06-22,SLS AMG,Asia,UAE,London Cars,3,283652,850956,New,Supercar,Petrol,Blue
2023-11-23,CLS 63,USA,USA,Singapore Auto,4,99831,399324,New,Sedan,Petrol,Silver
2024-12-18,CLS 63,Europe,Germany,Singapore Auto,5,96217,481085,New,Sedan,Petrol,Black
2023-04-24,CLS 63,Europe,UK,Chicago Auto,4,87434,349736,Returning,Sedan,Petrol,Black
2023-04-15,CLS 63,Europe,Germany,Delhi Motors,2,98411,196822,New,Sedan,Hybrid,Blue
2023-09-13,AMG GT 63,USA,USA,Tokyo Motors,3,173748,521244,New,Sedan,Petrol,Red
2023-07-18,AMG GT 63,USA,USA,Hamburg Auto,2,194132,388264,New,Sedan,Petrol,White
2023-03-25,AMG GT 63,Europe,Italy,Chicago Auto,5,171191,855955,Returning,Sedan,Petrol,Red
2024-05-08,CLS 63,USA,USA,Singapore Auto,2,103374,206748,New,Sedan,Petrol,Silver
2023-02-09,AMG GT 63,Asia,Japan,Mumbai Wheels,5,189760,948800,Returning,Sedan,Petrol,White
2024-03-08,AMG GT 63,Asia,Japan,Singapore Auto,5,163352,816760,Returning,Sedan,Petrol,Black
2024-05-23,CLS 63,Europe,UK,Tokyo Motors,1,103988,103988,New,Sedan,Petrol,Blue
2023-11-13,AMG G 63,USA,USA,Dubai Luxury,4,229607,918428,Returning,SUV,Petrol,Red
2023-06-18,CLS 63,Asia,Singapore,Rome Motors,2,102524,205048,New,Sedan,Petrol,Silver
2023-07-25,CLS 63,Europe,Italy,NY Motors,4,104212,416848,Returning,Sedan,Petrol,Blue
2023-09-29,AMG GT 63,USA,USA,Rome Motors,2,162744,325488,Returning,Sedan,Petrol,Black
2024-10-12,AMG G 63,Europe,UK,Paris Auto,1,214265,214265,Returning,SUV,Petrol,Silver
2023-04-12,CLS 63,Asia,Singapore,Paris Auto,3,92516,277548,New,Sedan,Petrol,White
2023-04-14,AMG GT 63,USA,USA,NY Motors,1,166393,166393,Returning,Sedan,Petrol,Black
2024-08-15,SLS AMG,USA,USA,Paris Auto,5,241392,1206960,Returning,Supercar,Petrol,Red
2023-09-02,AMG GT 63,Asia,Singapore,Delhi Motors,4,186157,744628,New,Sedan,Hybrid,Black
2024-04-18,AMG GT 63,Europe,Germany,Dubai Luxury,3,192203,576609,Returning,Sedan,Petrol,Black
2023-09-27,SLS AMG,Asia,Singapore,Singapore Auto,3,260056,780168,Returning,Supercar,Petrol,Black
2023-06-17,AMG GT 63,Asia,India,Tokyo Motors,3,179361,538083,Returning,Sedan,Petrol,Silver
2024-10-20,AMG G 63,USA,USA,NY Motors,2,222969,445938,New,SUV,Petrol,White
2024-01-11,SLS AMG,USA,USA,Paris Auto,5,237686,1188430,Returning,Supercar,Petrol,Silver
2024-09-17,AMG G 63,USA,USA,Dubai Luxury,3,189510,568530,Returning,SUV,Petrol,Black
2023-04-23,AMG G 63,Europe,Germany,NY Motors,5,203824,1019120,New,SUV,Hybrid,Blue
2024-07-22,AMG G 63,Europe,Germany,Berlin Auto,3,203945,611835,Returning,SUV,Petrol,Silver
2024-12-26,CLS 63,USA,USA,Mumbai Wheels,4,104158,416632,Returning,Sedan,Petrol,Silver
2023-05-08,SLS AMG,Asia,Japan,Singapore Auto,5,250913,1254565,New,Supercar,Petrol,Black
2024-01-27,SLS AMG,Europe,Germany,Rome Motors,1,239362,239362,Returning,Supercar,Petrol,Black
2023-03-23,SLS AMG,Asia,India,NY Motors,1,254675,254675,New,Supercar,Petrol,White
2023-12-11,AMG GT 63,Europe,Italy,London Cars,2,186832,373664,Returning,Sedan,Petrol,Silver
2024-10-30,AMG GT 63,Europe,Italy,NY Motors,1,165314,165314,Returning,Sedan,Petrol,Silver
2024-01-02,SLS AMG,Europe,Germany,Mumbai Wheels,3,253409,760227,New,Supercar,Petrol,Black
2023-12-18,AMG G 63,Europe,Germany,NY Motors,4,199480,797920,Returning,SUV,Hybrid,Black
2024-08-17,SLS AMG,Asia,UAE,Tokyo Motors,3,272299,816897,Returning,Supercar,Petrol,Red
2024-09-01,SLS AMG,Asia,India,LA Motors,1,234800,234800,Returning,Supercar,Hybrid,Black
2023-06-13,AMG GT 63,Asia,UAE,Singapore Auto,1,192232,192232,Returning,Sedan,Petrol,Black
2024-01-05,AMG GT 63,Europe,UK,Dubai Luxury,4,188941,755764,New,Sedan,Petrol,Red
2024-08-27,AMG GT 63,Asia,Singapore,Rome Motors,3,183220,549660,New,Sedan,Petrol,Black
2023-06-19,SLS AMG,Asia,Japan,Hamburg Auto,1,276555,276555,New,Supercar,Petrol,Black
2024-01-01,CLS 63,USA,USA,Mumbai Wheels,3,94219,282657,New,Sedan,Petrol,Black
2023-11-27,AMG G 63,Europe,UK,Hamburg Auto,2,226168,452336,New,SUV,Petrol,Silver
2023-11-15,CLS 63,Europe,France,Rome Motors,1,90313,90313,New,Sedan,Petrol,Silver
2024-05-08,SLS AMG,Asia,India,Chicago Auto,3,261993,785979,New,Supercar,Hybrid,Black
2024-11-24,CLS 63,Asia,UAE,London Cars,3,94132,282396,New,Sedan,Hybrid,Silver
2023-07-07,SLS AMG,Europe,Italy,Singapore Auto,2,267764,535528,New,Supercar,Petrol,White
2023-03-04,SLS AMG,USA,USA,Rome Motors,1,244457,244457,Returning,Supercar,Petrol,Blue
2023-03-29,AMG G 63,USA,USA,Delhi Motors,3,206206,618618,Returning,SUV,Petrol,Blue
2024-10-06,CLS 63,Europe,Italy,Tokyo Motors,2,102252,204504,New,Sedan,Petrol,Silver
2023-03-10,CLS 63,USA,USA,London Cars,2,95675,191350,New,Sedan,Petrol,White
2023-02-21,AMG G 63,Asia,India,Hamburg Auto,5,202723,1013615,Returning,SUV,Petrol,White
2023-04-07,CLS 63,Asia,India,Paris Auto,3,101248,303744,New,Sedan,Petrol,Blue
2024-03-01,AMG GT 63,Asia,Japan,Hamburg Auto,3,176922,530766,New,Sedan,Petrol,Blue
2023-08-27,CLS 63,USA,USA,Chicago Auto,4,89862,359448,New,Sedan,Petrol,Blue
2024-03-25,CLS 63,Europe,Italy,Mumbai Wheels,1,92059,92059,Returning,Sedan,Petrol,White
2024-05-13,SLS AMG,Europe,UK,LA Motors,3,245562,736686,New,Supercar,Petrol,Silver
2023-07-25,AMG GT 63,USA,USA,Berlin Auto,3,174084,522252,Returning,Sedan,Hybrid,Silver
2024-05-23,CLS 63,USA,USA,Delhi Motors,1,95777,95777,Returning,Sedan,Petrol,White
2024-03-24,CLS 63,Europe,UK,Dubai Luxury,5,102040,510200,Returning,Sedan,Petrol,Blue
2024-07-13,CLS 63,Asia,Japan,Chicago Auto,5,93842,469210,Returning,Sedan,Petrol,Blue
2023-11-21,SLS AMG,Asia,Singapore,Hamburg Auto,2,260405,520810,New,Supercar,Petrol,Black
2023-06-20,CLS 63,USA,USA,Chicago Auto,3,96152,288456,New,Sedan,Petrol,White
2024-01-15,AMG G 63,Asia,UAE,LA Motors,1,211497,211497,New,SUV,Petrol,Black
2024-05-13,AMG G 63,USA,USA,Berlin Auto,1,211326,211326,New,SUV,Petrol,White
2024-03-04,AMG GT 63,USA,USA,NY Motors,5,176750,883750,New,Sedan,Petrol,Silver
2024-01-19,AMG G 63,Europe,Italy,London Cars,4,196632,786528,Returning,SUV,Hybrid,Red
2023-04-26,CLS 63,Asia,India,Mumbai Wheels,2,95253,190506,Returning,Sedan,Petrol,Blue
2024-09-26,SLS AMG,Asia,Singapore,Dubai Luxury,3,252227,756681,Returning,Supercar,Petrol,Red
2024-05-21,AMG G 63,USA,USA,Rome Motors,3,228030,684090,Returning,SUV,Petrol,Black
2023-12-14,AMG GT 63,Europe,Germany,London Cars,1,182916,182916,New,Sedan,Petrol,Blue
2024-01-03,CLS 63,Europe,France,Rome Motors,4,88166,352664,New,Sedan,Petrol,Red
2024-06-24,AMG GT 63,USA,USA,LA Motors,1,174490,174490,Returning,Sedan,Petrol,Black
2024-02-04,AMG GT 63,USA,USA,Dubai Luxury,5,185548,927740,Returning,Sedan,Hybrid,Blue
2024-04-14,SLS AMG,Europe,Italy,Rome Motors,5,271252,1356260,Returning,Supercar,Petrol,Silver
2023-02-09,CLS 63,USA,USA,Mumbai Wheels,4,99262,397048,New,Sedan,Petrol,Black
2024-12-30,SLS AMG,Europe,Italy,Dubai Luxury,2,257440,514880,Returning,Supercar,Petrol,Black
2023-08-27,AMG GT 63,Europe,France,Houston Wheels,5,173682,868410,New,Sedan,Petrol,Blue
2024-01-13,SLS AMG,Asia,Singapore,Singapore Auto,2,268422,536844,New,Supercar,Petrol,Red
2023-12-06,AMG G 63,Asia,Japan,London Cars,1,208487,208487,Returning,SUV,Petrol,Blue
2024-08-30,AMG GT 63,USA,USA,Tokyo Motors,4,163403,653612,Returning,Sedan,Petrol,Black
2023-02-25,SLS AMG,USA,USA,London Cars,5,256693,1283465,New,Supercar,Petrol,White
2023-09-21,AMG GT 63,Asia,UAE,Chicago Auto,3,197960,593880,New,Sedan,Hybrid,Silver
2024-04-24,CLS 63,Europe,France,Chicago Auto,3,90088,270264,New,Sedan,Petrol,Blue
2024-04-03,AMG GT 63,Asia,Singapore,Berlin Auto,3,162493,487479,Returning,Sedan,Petrol,Silver
2024-08-20,SLS AMG,USA,USA,Houston Wheels,2,270720,541440,Returning,Supercar,Petrol,Silver
2024-03-17,AMG GT 63,USA,USA,Tokyo Motors,5,176484,882420,New,Sedan,Petrol,Blue
2024-06-24,AMG GT 63,USA,USA,NY Motors,2,187466,374932,New,Sedan,Petrol,Silver
2024-10-12,SLS AMG,Europe,France,LA Motors,5,266919,1334595,New,Supercar,Hybrid,Red
2024-07-15,AMG G 63,Europe,Germany,Rome Motors,4,228477,913908,Returning,SUV,Petrol,Silver
2023-07-08,SLS AMG,USA,USA,Hamburg Auto,2,239723,479446,New,Supercar,Petrol,Blue
2023-12-09,CLS 63,USA,USA,Paris Auto,1,86826,86826,Returning,Sedan,Petrol,Red
2023-07-12,AMG GT 63,Europe,UK,Mumbai Wheels,1,192145,192145,Returning,Sedan,Petrol,White
2023-04-22,CLS 63,USA,USA,NY Motors,3,94118,282354,Returning,Sedan,Petrol,Silver
2023-06-05,AMG G 63,Europe,UK,Chicago Auto,5,213548,1067740,New,SUV,Petrol,Red
2024-03-13,SLS AMG,USA,USA,London Cars,4,252456,1009824,Returning,Supercar,Petrol,Blue
2023-10-23,SLS AMG,Europe,Germany,Singapore Auto,4,246806,987224,Returning,Supercar,Petrol,Blue
2023-08-27,AMG G 63,USA,USA,Tokyo Motors,1,230883,230883,Returning,SUV,Petrol,Black
2023-08-11,AMG GT 63,Asia,Japan,Tokyo Motors,4,174510,698040,New,Sedan,Hybrid,Black
2023-03-05,SLS AMG,Europe,Germany,Dubai Luxury,3,275049,825147,New,Supercar,Petrol,White
2023-10-03,SLS AMG,Europe,Italy,Rome Motors,4,256799,1027196,Returning,Supercar,Hybrid,Black
2024-08-06,AMG G 63,USA,USA,London Cars,3,202702,608106,Returning,SUV,Petrol,Red
2024-10-11,AMG GT 63,Asia,Japan,Chicago Auto,5,164252,821260,New,Sedan,Petrol,Red
2023-08-11,SLS AMG,Europe,France,London Cars,2,277124,554248,New,Supercar,Petrol,Blue
2023-07-11,SLS AMG,Europe,Italy,Houston Wheels,3,234163,702489,Returning,Supercar,Petrol,Black
2023-03-06,AMG GT 63,USA,USA,Rome Motors,1,187746,187746,New,Sedan,Petrol,Black
2023-03-30,AMG G 63,Europe,France,LA Motors,1,225212,225212,New,SUV,Petrol,Blue
2023-02-01,CLS 63,Europe,France,Tokyo Motors,2,94446,188892,New,Sedan,Petrol,Red
